word,encoded_word,language
דחיית,[ 4  8 10 10 22],Hebrew
האימה,[ 5  1 10 13  5],Hebrew
ship,[ 4 10 23 17],English
למספר,[12 13 15 17 20],Hebrew
anybody,[21 13  9 14 24  3  9],English
stations,[ 4  1 21  1 23 24 13  4],English
גורשו,[ 3  6 20 21  6],Hebrew
השזיפים,[ 5 21  7 10 17 10 24],Hebrew
educational,[19  3  6  2 21  1 23 24 13 21 25],English
לבסוף,[12  2 15  6 26],Hebrew
חוזה,[8 6 7 5],Hebrew
partnerships,[17 21 20  1 13 19 20  4 10 23 17  4],English
התיאור,[ 5 22 10  1  6 20],Hebrew
serum,[ 4 19 20  6 18],English
זחל,[ 7  8 12],Hebrew
olive,[24 25 23  5 19],English
פעיל,[17 16 10 12],Hebrew
designation,[ 3 19  4 23 16 13 21  1 23 24 13],English
והגיעו,[ 6  5  3 10 16  6],Hebrew
lighter,[25 23 16 10  1 19 20],English
skiing,[ 4 12 23 23 13 16],English
publicity,[17  6 14 25 23  2 23  1  9],English
deep,[ 3 19 19 17],English
alberta,[21 25 14 19 20  1 21],English
קלעי,[19 12 16 10],Hebrew
בעיקרו,[ 2 16 10 19 20  6],Hebrew
singer,[ 4 23 13 16 19 20],English
contributed,[ 2 24 13  1 20 23 14  6  1 19  3],English
בחור,[ 2  8  6 20],Hebrew
jamie,[ 8 21 18 23 19],English
term,[ 1 19 20 18],English
קרוי,[19 20  6 10],Hebrew
isolated,[23  4 24 25 21  1 19  3],English
התגברה,[ 5 22  3  2 20  5],Hebrew
last,[25 21  4  1],English
שהגיעה,[21  5  3 10 16  5],Hebrew
חג,[8 3],Hebrew
רפואה,[20 17  6  1  5],Hebrew
ברזל,[ 2 20  7 12],Hebrew
student,[ 4  1  6  3 19 13  1],English
wider,[29 23  3 19 20],English
cassette,[ 2 21  4  4 19  1  1 19],English
בתחתית,[ 2 22  8 22 10 22],Hebrew
summit,[ 4  6 18 18 23  1],English
המטבע,[ 5 13  9  2 16],Hebrew
mini,[18 23 13 23],English
former,[11 24 20 18 19 20],English
kerry,[12 19 20 20  9],English
todd,[ 1 24  3  3],English
tribe,[ 1 20 23 14 19],English
דיברה,[ 4 10  2 20  5],Hebrew
ההלכתית,[ 5  5 12 11 22 10 22],Hebrew
מהחומה,[13  5  8  6 13  5],Hebrew
hopes,[10 24 17 19  4],English
talent,[ 1 21 25 19 13  1],English
הסדירה,[ 5 15  4 10 20  5],Hebrew
כוח,[11  6  8],Hebrew
balance,[14 21 25 21 13  2 19],English
idaho,[23  3 21 10 24],English
victory,[ 5 23  2  1 24 20  9],English
ולהפוך,[ 6 12  5 17  6 25],Hebrew
heather,[10 19 21  1 10 19 20],English
became,[14 19  2 21 18 19],English
styles,[ 4  1  9 25 19  4],English
אגדה,[1 3 4 5],Hebrew
acquired,[21  2 28  6 23 20 19  3],English
בכלל,[ 2 11 12 12],Hebrew
הכריז,[ 5 11 20 10  7],Hebrew
barbara,[14 21 20 14 21 20 21],English
אליה,[ 1 12 10  5],Hebrew
luke,[25  6 12 19],English
הנדרש,[ 5 14  4 20 21],Hebrew
astrology,[21  4  1 20 24 25 24 16  9],English
אמירה,[ 1 13 10 20  5],Hebrew
best,[14 19  4  1],English
אנוס,[ 1 14  6 15],Hebrew
זקנים,[ 7 19 14 10 24],Hebrew
חנות,[ 8 14  6 22],Hebrew
ראשוני,[20  1 21  6 14 10],Hebrew
screens,[ 4  2 20 19 19 13  4],English
מודע,[13  6  4 16],Hebrew
הגעתו,[ 5  3 16 22  6],Hebrew
performing,[17 19 20 11 24 20 18 23 13 16],English
נעשתה,[14 16 21 22  5],Hebrew
הציפור,[ 5 18 10 17  6 20],Hebrew
pete,[17 19  1 19],English
לסילוק,[12 15 10 12  6 19],Hebrew
strictly,[ 4  1 20 23  2  1 25  9],English
שמרני,[21 13 20 14 10],Hebrew
בצהריים,[ 2 18  5 20 10 10 24],Hebrew
קרבה,[19 20  2  5],Hebrew
בחקר,[ 2  8 19 20],Hebrew
סירבו,[15 10 20  2  6],Hebrew
formation,[11 24 20 18 21  1 23 24 13],English
וראו,[ 6 20  1  6],Hebrew
לצחוק,[12 18  8  6 19],Hebrew
nudity,[13  6  3 23  1  9],English
fiji,[11 23  8 23],English
עליית,[16 12 10 10 22],Hebrew
הגאון,[ 5  3  1  6 23],Hebrew
enhanced,[19 13 10 21 13  2 19  3],English
ex,[19 15],English
המחאה,[ 5 13  8  1  5],Hebrew
pulse,[17  6 25  4 19],English
precious,[17 20 19  2 23 24  6  4],English
דמעות,[ 4 13 16  6 22],Hebrew
הספרייה,[ 5 15 17 20 10 10  5],Hebrew
hammer,[10 21 18 18 19 20],English
collect,[ 2 24 25 25 19  2  1],English
להסתמך,[12  5 15 22 13 25],Hebrew
tolerance,[ 1 24 25 19 20 21 13  2 19],English
oclc,[24  2 25  2],English
towards,[ 1 24 29 21 20  3  4],English
מודרני,[13  6  4 20 14 10],Hebrew
securely,[ 4 19  2  6 20 19 25  9],English
העיניים,[ 5 16 10 14 10 10 24],Hebrew
שטען,[21  9 16 23],Hebrew
version,[ 5 19 20  4 23 24 13],English
illegal,[23 25 25 19 16 21 25],English
הגולם,[ 5  3  6 12 24],Hebrew
party,[17 21 20  1  9],English
למה,[12 13  5],Hebrew
unknown,[ 6 13 12 13 24 29 13],English
בתוקף,[ 2 22  6 19 26],Hebrew
excellence,[19 15  2 19 25 25 19 13  2 19],English
מוחלט,[13  6  8 12  9],Hebrew
toronto,[ 1 24 20 24 13  1 24],English
הקוראן,[ 5 19  6 20  1 23],Hebrew
הארכיון,[ 5  1 20 11 10  6 23],Hebrew
greater,[16 20 19 21  1 19 20],English
מאמץ,[13  1 13 27],Hebrew
מגננה,[13  3 14 14  5],Hebrew
הבנייה,[ 5  2 14 10 10  5],Hebrew
הפסל,[ 5 17 15 12],Hebrew
sap,[ 4 21 17],English
cunt,[ 2  6 13  1],English
הגבירו,[ 5  3  2 10 20  6],Hebrew
תכנון,[22 11 14  6 23],Hebrew
downloading,[ 3 24 29 13 25 24 21  3 23 13 16],English
nickel,[13 23  2 12 19 25],English
birthday,[14 23 20  1 10  3 21  9],English
פיזיולוגיה,[17 10  7 10  6 12  6  3 10  5],Hebrew
המסמכים,[ 5 13 15 13 11 10 24],Hebrew
bench,[14 19 13  2 10],English
problems,[17 20 24 14 25 19 18  4],English
משכנו,[13 21 11 14  6],Hebrew
וספר,[ 6 15 17 20],Hebrew
trinidad,[ 1 20 23 13 23  3 21  3],English
harassment,[10 21 20 21  4  4 18 19 13  1],English
laughing,[25 21  6 16 10 23 13 16],English
איכות,[ 1 10 11  6 22],Hebrew
מנהיגות,[13 14  5 10  3  6 22],Hebrew
לאף,[12  1 26],Hebrew
נגיעה,[14  3 10 16  5],Hebrew
שקיעת,[21 19 10 16 22],Hebrew
קרקעות,[19 20 19 16  6 22],Hebrew
bool,[14 24 24 25],English
חקירת,[ 8 19 10 20 22],Hebrew
לרעיון,[12 20 16 10  6 23],Hebrew
בעזרת,[ 2 16  7 20 22],Hebrew
chairs,[ 2 10 21 23 20  4],English
highways,[10 23 16 10 29 21  9  4],English
should,[ 4 10 24  6 25  3],English
הקונפדרציה,[ 5 19  6 14 17  4 20 18 10  5],Hebrew
drug,[ 3 20  6 16],English
suzuki,[ 4  6  7  6 12 23],English
לנשים,[12 14 21 10 24],Hebrew
ואם,[ 6  1 24],Hebrew
רכש,[20 11 21],Hebrew
פסיכולוגי,[17 15 10 11  6 12  6  3 10],Hebrew
fatty,[11 21  1  1  9],English
מחפש,[13  8 17 21],Hebrew
telephony,[ 1 19 25 19 17 10 24 13  9],English
phrases,[17 10 20 21  4 19  4],English
להניח,[12  5 14 10  8],Hebrew
photos,[17 10 24  1 24  4],English
כלכלית,[11 12 11 12 10 22],Hebrew
brad,[14 20 21  3],English
revenues,[20 19  5 19 13  6 19  4],English
בנושא,[ 2 14  6 21  1],Hebrew
apparently,[21 17 17 21 20 19 13  1 25  9],English
most,[18 24  4  1],English
citizens,[ 2 23  1 23  7 19 13  4],English
lawsuit,[25 21 29  4  6 23  1],English
ניצחה,[14 10 18  8  5],Hebrew
החורף,[ 5  8  6 20 26],Hebrew
הערמונית,[ 5 16 20 13  6 14 10 22],Hebrew
ka,[12 21],English
forces,[11 24 20  2 19  4],English
טכניקות,[ 9 11 14 10 19  6 22],Hebrew
which,[29 10 23  2 10],English
המסעות,[ 5 13 15 16  6 22],Hebrew
כאלו,[11  1 12  6],Hebrew
כרטיס,[11 20  9 10 15],Hebrew
בנויה,[ 2 14  6 10  5],Hebrew
packaging,[17 21  2 12 21 16 23 13 16],English
assumptions,[21  4  4  6 18 17  1 23 24 13  4],English
referring,[20 19 11 19 20 20 23 13 16],English
wi,[29 23],English
מסעותיו,[13 15 16  6 22 10  6],Hebrew
introductory,[23 13  1 20 24  3  6  2  1 24 20  9],English
eye,[19  9 19],English
mrna,[18 20 13 21],English
הוגן,[ 5  6  3 23],Hebrew
אויבים,[ 1  6 10  2 10 24],Hebrew
og,[24 16],English
דיכוי,[ 4 10 11  6 10],Hebrew
ההצעה,[ 5  5 18 16  5],Hebrew
oriental,[24 20 23 19 13  1 21 25],English
cornwall,[ 2 24 20 13 29 21 25 25],English
judicial,[ 8  6  3 23  2 23 21 25],English
פטירתו,[17  9 10 20 22  6],Hebrew
suggest,[ 4  6 16 16 19  4  1],English
עברו,[16  2 20  6],Hebrew
הבדל,[ 5  2  4 12],Hebrew
low,[25 24 29],English
bunch,[14  6 13  2 10],English
הינה,[ 5 10 14  5],Hebrew
חילוף,[ 8 10 12  6 26],Hebrew
פחתה,[17  8 22  5],Hebrew
casinos,[ 2 21  4 23 13 24  4],English
והפעם,[ 6  5 17 16 24],Hebrew
resistance,[20 19  4 23  4  1 21 13  2 19],English
highland,[10 23 16 10 25 21 13  3],English
חלקו,[ 8 12 19  6],Hebrew
פרש,[17 20 21],Hebrew
stars,[ 4  1 21 20  4],English
distributors,[ 3 23  4  1 20 23 14  6  1 24 20  4],English
קובץ,[19  6  2 27],Hebrew
צבאית,[18  2  1 10 22],Hebrew
מסתיים,[13 15 22 10 10 24],Hebrew
largely,[25 21 20 16 19 25  9],English
inherited,[23 13 10 19 20 23  1 19  3],English
focused,[11 24  2  6  4 19  3],English
invalid,[23 13  5 21 25 23  3],English
shemales,[ 4 10 19 18 21 25 19  4],English
disposition,[ 3 23  4 17 24  4 23  1 23 24 13],English
toy,[ 1 24  9],English
february,[11 19 14 20  6 21 20  9],English
organizational,[24 20 16 21 13 23  7 21  1 23 24 13 21 25],English
רובם,[20  6  2 24],Hebrew
catch,[ 2 21  1  2 10],English
ebony,[19 14 24 13  9],English
כחצי,[11  8 18 10],Hebrew
בתחנת,[ 2 22  8 14 22],Hebrew
פונה,[17  6 14  5],Hebrew
demo,[ 3 19 18 24],English
יוצאי,[10  6 18  1 10],Hebrew
בדיקות,[ 2  4 10 19  6 22],Hebrew
בחקלאות,[ 2  8 19 12  1  6 22],Hebrew
קרקעית,[19 20 19 16 10 22],Hebrew
instance,[23 13  4  1 21 13  2 19],English
mood,[18 24 24  3],English
dp,[ 3 17],English
קיבל,[19 10  2 12],Hebrew
הסמוכים,[ 5 15 13  6 11 10 24],Hebrew
מניות,[13 14 10  6 22],Hebrew
rj,[20  8],English
companies,[ 2 24 18 17 21 13 23 19  4],English
מייצג,[13 10 10 18  3],Hebrew
starter,[ 4  1 21 20  1 19 20],English
beauty,[14 19 21  6  1  9],English
שנותיו,[21 14  6 22 10  6],Hebrew
crossword,[ 2 20 24  4  4 29 24 20  3],English
קת,[19 22],Hebrew
witness,[29 23  1 13 19  4  4],English
summaries,[ 4  6 18 18 21 20 23 19  4],English
classification,[ 2 25 21  4  4 23 11 23  2 21  1 23 24 13],English
herbs,[10 19 20 14  4],English
פציעות,[17 18 10 16  6 22],Hebrew
model,[18 24  3 19 25],English
אספקת,[ 1 15 17 19 22],Hebrew
יחס,[10  8 15],Hebrew
שנערכה,[21 14 16 20 11  5],Hebrew
נוקמת,[14  6 19 13 22],Hebrew
possible,[17 24  4  4 23 14 25 19],English
patio,[17 21  1 23 24],English
blake,[14 25 21 12 19],English
לעבור,[12 16  2  6 20],Hebrew
הולכי,[ 5  6 12 11 10],Hebrew
הבנק,[ 5  2 14 19],Hebrew
html,[10  1 18 25],English
עוררו,[16  6 20 20  6],Hebrew
generator,[16 19 13 19 20 21  1 24 20],English
אנאבוליים,[ 1 14  1  2  6 12 10 10 24],Hebrew
joined,[ 8 24 23 13 19  3],English
וכתוצאה,[ 6 11 22  6 18  1  5],Hebrew
עפו,[16 17  6],Hebrew
ועמו,[ 6 16 13  6],Hebrew
trusted,[ 1 20  6  4  1 19  3],English
בר,[ 2 20],Hebrew
הכבד,[ 5 11  2  4],Hebrew
מופיעים,[13  6 17 10 16 10 24],Hebrew
אמש,[ 1 13 21],Hebrew
תוך,[22  6 25],Hebrew
gnome,[16 13 24 18 19],English
באלמוגים,[ 2  1 12 13  6  3 10 24],Hebrew
חרף,[ 8 20 26],Hebrew
dates,[ 3 21  1 19  4],English
תוכן,[22  6 11 23],Hebrew
az,[21  7],English
התוקף,[ 5 22  6 19 26],Hebrew
specials,[ 4 17 19  2 23 21 25  4],English
ml,[18 25],English
לקלוט,[12 19 12  6  9],Hebrew
נולד,[14  6 12  4],Hebrew
blacks,[14 25 21  2 12  4],English
news,[13 19 29  4],English
trance,[ 1 20 21 13  2 19],English
io,[23 24],English
referred,[20 19 11 19 20 20 19  3],English
לממן,[12 13 13 23],Hebrew
afraid,[21 11 20 21 23  3],English
aside,[21  4 23  3 19],English
כלא,[11 12  1],Hebrew
אטומים,[ 1  9  6 13 10 24],Hebrew
יהודים,[10  5  6  4 10 24],Hebrew
views,[ 5 23 19 29  4],English
תושבים,[22  6 21  2 10 24],Hebrew
evaluations,[19  5 21 25  6 21  1 23 24 13  4],English
וכי,[ 6 11 10],Hebrew
מישור,[13 10 21  6 20],Hebrew
שעה,[21 16  5],Hebrew
שלד,[21 12  4],Hebrew
surgery,[ 4  6 20 16 19 20  9],English
לאיש,[12  1 10 21],Hebrew
העומד,[ 5 16  6 13  4],Hebrew
שתהיה,[21 22  5 10  5],Hebrew
future,[11  6  1  6 20 19],English
אש,[ 1 21],Hebrew
invisible,[23 13  5 23  4 23 14 25 19],English
נשאים,[14 21  1 10 24],Hebrew
develop,[ 3 19  5 19 25 24 17],English
dramatic,[ 3 20 21 18 21  1 23  2],English
outlook,[24  6  1 25 24 24 12],English
פומבי,[17  6 13  2 10],Hebrew
השווה,[ 5 21  6  6  5],Hebrew
מאפשרים,[13  1 17 21 20 10 24],Hebrew
חילוקי,[ 8 10 12  6 19 10],Hebrew
לאזורים,[12  1  7  6 20 10 24],Hebrew
העין,[ 5 16 10 23],Hebrew
מהרתי,[13  5 20 22 10],Hebrew
howard,[10 24 29 21 20  3],English
deficit,[ 3 19 11 23  2 23  1],English
vision,[ 5 23  4 23 24 13],English
minds,[18 23 13  3  4],English
ציבורי,[18 10  2  6 20 10],Hebrew
power,[17 24 29 19 20],English
grocery,[16 20 24  2 19 20  9],English
chile,[ 2 10 23 25 19],English
waters,[29 21  1 19 20  4],English
forward,[11 24 20 29 21 20  3],English
האדריכלים,[ 5  1  4 20 10 11 12 10 24],Hebrew
decorating,[ 3 19  2 24 20 21  1 23 13 16],English
שכב,[21 11  2],Hebrew
enrolled,[19 13 20 24 25 25 19  3],English
אבני,[ 1  2 14 10],Hebrew
המוקדמים,[ 5 13  6 19  4 13 10 24],Hebrew
אסטרטגיות,[ 1 15  9 20  9  3 10  6 22],Hebrew
su,[4 6],English
גג,[3 3],Hebrew
things,[ 1 10 23 13 16  4],English
פחד,[17  8  4],Hebrew
floppy,[11 25 24 17 17  9],English
feat,[11 19 21  1],English
הנוצרי,[ 5 14  6 18 20 10],Hebrew
ko,[12 24],English
wayne,[29 21  9 13 19],English
monday,[18 24 13  3 21  9],English
ביום,[ 2 10  6 24],Hebrew
כחבר,[11  8  2 20],Hebrew
עלינו,[16 12 10 14  6],Hebrew
basket,[14 21  4 12 19  1],English
האוריינט,[ 5  1  6 20 10 10 14  9],Hebrew
alliance,[21 25 25 23 21 13  2 19],English
grand,[16 20 21 13  3],English
butts,[14  6  1  1  4],English
respondents,[20 19  4 17 24 13  3 19 13  1  4],English
pos,[17 24  4],English
police,[17 24 25 23  2 19],English
md,[18  3],English
resume,[20 19  4  6 18 19],English
girl,[16 23 20 25],English
נס,[14 15],Hebrew
הדיבור,[ 5  4 10  2  6 20],Hebrew
למזון,[12 13  7  6 23],Hebrew
שנמשך,[21 14 13 21 25],Hebrew
אלוף,[ 1 12  6 26],Hebrew
תצורת,[22 18  6 20 22],Hebrew
זקוף,[ 7 19  6 26],Hebrew
sbjct,[ 4 14  8  2  1],English
מסקנות,[13 15 19 14  6 22],Hebrew
לגייס,[12  3 10 10 15],Hebrew
מנוחה,[13 14  6  8  5],Hebrew
השלכות,[ 5 21 12 11  6 22],Hebrew
colony,[ 2 24 25 24 13  9],English
כלי,[11 12 10],Hebrew
atlantic,[21  1 25 21 13  1 23  2],English
dj,[3 8],English
somewhat,[ 4 24 18 19 29 10 21  1],English
רשות,[20 21  6 22],Hebrew
final,[11 23 13 21 25],English
lay,[25 21  9],English
לומר,[12  6 13 20],Hebrew
בעולם,[ 2 16  6 12 24],Hebrew
roof,[20 24 24 11],English
בחר,[ 2  8 20],Hebrew
בנוף,[ 2 14  6 26],Hebrew
לתהילה,[12 22  5 10 12  5],Hebrew
meeting,[18 19 19  1 23 13 16],English
probably,[17 20 24 14 21 14 25  9],English
וזהב,[6 7 5 2],Hebrew
farming,[11 21 20 18 23 13 16],English
katrina,[12 21  1 20 23 13 21],English
הסדרות,[ 5 15  4 20  6 22],Hebrew
ישיבת,[10 21 10  2 22],Hebrew
מכם,[13 11 24],Hebrew
מאות,[13  1  6 22],Hebrew
madrid,[18 21  3 20 23  3],English
realtor,[20 19 21 25  1 24 20],English
beam,[14 19 21 18],English
pound,[17 24  6 13  3],English
מתפרק,[13 22 17 20 19],Hebrew
activity,[21  2  1 23  5 23  1  9],English
organization,[24 20 16 21 13 23  7 21  1 23 24 13],English
שפירושה,[21 17 10 20  6 21  5],Hebrew
consumption,[ 2 24 13  4  6 18 17  1 23 24 13],English
היסודות,[ 5 10 15  6  4  6 22],Hebrew
either,[19 23  1 10 19 20],English
em,[19 18],English
electoral,[19 25 19  2  1 24 20 21 25],English
נקט,[14 19  9],Hebrew
workforce,[29 24 20 12 11 24 20  2 19],English
לאלים,[12  1 12 10 24],Hebrew
variety,[ 5 21 20 23 19  1  9],English
במעין,[ 2 13 16 10 23],Hebrew
mag,[18 21 16],English
לברית,[12  2 20 10 22],Hebrew
להקים,[12  5 19 10 24],Hebrew
עלולים,[16 12  6 12 10 24],Hebrew
מהנדס,[13  5 14  4 15],Hebrew
שליח,[21 12 10  8],Hebrew
שעבר,[21 16  2 20],Hebrew
נשמעו,[14 21 13 16  6],Hebrew
המיניות,[ 5 13 10 14 10  6 22],Hebrew
וכעבור,[ 6 11 16  2  6 20],Hebrew
מכאן,[13 11  1 23],Hebrew
חולות,[ 8  6 12  6 22],Hebrew
rally,[20 21 25 25  9],English
הפרטי,[ 5 17 20  9 10],Hebrew
במתקפה,[ 2 13 22 19 17  5],Hebrew
diff,[ 3 23 11 11],English
מכוח,[13 11  6  8],Hebrew
gs,[16  4],English
states,[ 4  1 21  1 19  4],English
flush,[11 25  6  4 10],English
הפיתוח,[ 5 17 10 22  6  8],Hebrew
harm,[10 21 20 18],English
העובר,[ 5 16  6  2 20],Hebrew
המפיק,[ 5 13 17 10 19],Hebrew
apr,[21 17 20],English
improvement,[23 18 17 20 24  5 19 18 19 13  1],English
scary,[ 4  2 21 20  9],English
mothers,[18 24  1 10 19 20  4],English
tc,[1 2],English
הנקראת,[ 5 14 19 20  1 22],Hebrew
morocco,[18 24 20 24  2  2 24],English
ואלוף,[ 6  1 12  6 26],Hebrew
madonna,[18 21  3 24 13 13 21],English
order,[24 20  3 19 20],English
commodity,[ 2 24 18 18 24  3 23  1  9],English
המזכירים,[ 5 13  7 11 10 20 10 24],Hebrew
לכמה,[12 11 13  5],Hebrew
בסוף,[ 2 15  6 26],Hebrew
הקודש,[ 5 19  6  4 21],Hebrew
meals,[18 19 21 25  4],English
wolf,[29 24 25 11],English
בגלוי,[ 2  3 12  6 10],Hebrew
מערבה,[13 16 20  2  5],Hebrew
harbour,[10 21 20 14 24  6 20],English
million,[18 23 25 25 23 24 13],English
המשטח,[ 5 13 21  9  8],Hebrew
depot,[ 3 19 17 24  1],English
dv,[3 5],English
הוחלט,[ 5  6  8 12  9],Hebrew
cambridge,[ 2 21 18 14 20 23  3 16 19],English
ואנשיו,[ 6  1 14 21 10  6],Hebrew
volvo,[ 5 24 25  5 24],English
mine,[18 23 13 19],English
veterans,[ 5 19  1 19 20 21 13  4],English
yamaha,[ 9 21 18 21 10 21],English
broad,[14 20 24 21  3],English
פחמן,[17  8 13 23],Hebrew
tits,[ 1 23  1  4],English
המטוס,[ 5 13  9  6 15],Hebrew
from,[11 20 24 18],English
surrounded,[ 4  6 20 20 24  6 13  3 19  3],English
גדולה,[ 3  4  6 12  5],Hebrew
chain,[ 2 10 21 23 13],English
rd,[20  3],English
diesel,[ 3 23 19  4 19 25],English
crap,[ 2 20 21 17],English
timing,[ 1 23 18 23 13 16],English
לשחרור,[12 21  8 20  6 20],Hebrew
distribute,[ 3 23  4  1 20 23 14  6  1 19],English
עיוור,[16 10  6  6 20],Hebrew
המרכזית,[ 5 13 20 11  7 10 22],Hebrew
bizrate,[14 23  7 20 21  1 19],English
publishing,[17  6 14 25 23  4 10 23 13 16],English
אחיד,[ 1  8 10  4],Hebrew
april,[21 17 20 23 25],English
understood,[ 6 13  3 19 20  4  1 24 24  3],English
willow,[29 23 25 25 24 29],English
asia,[21  4 23 21],English
במצעד,[ 2 13 18 16  4],Hebrew
grove,[16 20 24  5 19],English
span,[ 4 17 21 13],English
once,[24 13  2 19],English
מזג,[13  7  3],Hebrew
extensive,[19 15  1 19 13  4 23  5 19],English
יכלו,[10 11 12  6],Hebrew
בגדים,[ 2  3  4 10 24],Hebrew
בשבוע,[ 2 21  2  6 16],Hebrew
fine,[11 23 13 19],English
אפשר,[ 1 17 21 20],Hebrew
editing,[19  3 23  1 23 13 16],English
צוות,[18  6  6 22],Hebrew
eco,[19  2 24],English
registrar,[20 19 16 23  4  1 20 21 20],English
ecological,[19  2 24 25 24 16 23  2 21 25],English
קפלת,[19 17 12 22],Hebrew
tuesday,[ 1  6 19  4  3 21  9],English
console,[ 2 24 13  4 24 25 19],English
להסתדר,[12  5 15 22  4 20],Hebrew
ילדות,[10 12  4  6 22],Hebrew
הודיעה,[ 5  6  4 10 16  5],Hebrew
ty,[1 9],English
ויצרו,[ 6 10 18 20  6],Hebrew
reactions,[20 19 21  2  1 23 24 13  4],English
הודיעו,[ 5  6  4 10 16  6],Hebrew
נרצח,[14 20 18  8],Hebrew
cyber,[ 2  9 14 19 20],English
ברשימה,[ 2 20 21 10 13  5],Hebrew
bed,[14 19  3],English
ימיים,[10 13 10 10 24],Hebrew
municipal,[18  6 13 23  2 23 17 21 25],English
שיפור,[21 10 17  6 20],Hebrew
administered,[21  3 18 23 13 23  4  1 19 20 19  3],English
האחרים,[ 5  1  8 20 10 24],Hebrew
compare,[ 2 24 18 17 21 20 19],English
הקשות,[ 5 19 21  6 22],Hebrew
אינתיפאדת,[ 1 10 14 22 10 17  1  4 22],Hebrew
הערות,[ 5 16 20  6 22],Hebrew
artwork,[21 20  1 29 24 20 12],English
רחובות,[20  8  6  2  6 22],Hebrew
item,[23  1 19 18],English
remaining,[20 19 18 21 23 13 23 13 16],English
graduation,[16 20 21  3  6 21  1 23 24 13],English
feeling,[11 19 19 25 23 13 16],English
סייע,[15 10 10 16],Hebrew
מוצבים,[13  6 18  2 10 24],Hebrew
business,[14  6  4 23 13 19  4  4],English
אופנים,[ 1  6 17 14 10 24],Hebrew
blowjobs,[14 25 24 29  8 24 14  4],English
divided,[ 3 23  5 23  3 19  3],English
increasingly,[23 13  2 20 19 21  4 23 13 16 25  9],English
חקר,[ 8 19 20],Hebrew
sherman,[ 4 10 19 20 18 21 13],English
buttons,[14  6  1  1 24 13  4],English
sean,[ 4 19 21 13],English
sized,[ 4 23  7 19  3],English
passport,[17 21  4  4 17 24 20  1],English
תכונות,[22 11  6 14  6 22],Hebrew
sent,[ 4 19 13  1],English
משפטים,[13 21 17  9 10 24],Hebrew
כשהם,[11 21  5 24],Hebrew
fin,[11 23 13],English
violin,[ 5 23 24 25 23 13],English
villages,[ 5 23 25 25 21 16 19  4],English
ltd,[25  1  3],English
incorrect,[23 13  2 24 20 20 19  2  1],English
dealtime,[ 3 19 21 25  1 23 18 19],English
למנות,[12 13 14  6 22],Hebrew
לספק,[12 15 17 19],Hebrew
מדרום,[13  4 20  6 24],Hebrew
למדינה,[12 13  4 10 14  5],Hebrew
בפרעות,[ 2 17 20 16  6 22],Hebrew
wr,[29 20],English
libraries,[25 23 14 20 21 20 23 19  4],English
rural,[20  6 20 21 25],English
payments,[17 21  9 18 19 13  1  4],English
זמני,[ 7 13 14 10],Hebrew
הספורט,[ 5 15 17  6 20  9],Hebrew
השכל,[ 5 21 11 12],Hebrew
ישר,[10 21 20],Hebrew
ישבתי,[10 21  2 22 10],Hebrew
טור,[ 9  6 20],Hebrew
pine,[17 23 13 19],English
יהיו,[10  5 10  6],Hebrew
רגע,[20  3 16],Hebrew
יריות,[10 20 10  6 22],Hebrew
לאפשר,[12  1 17 21 20],Hebrew
סביבי,[15  2 10  2 10],Hebrew
keeps,[12 19 19 17  4],English
narrow,[13 21 20 20 24 29],English
tiffany,[ 1 23 11 11 21 13  9],English
עניין,[16 14 10 10 23],Hebrew
bra,[14 20 21],English
ge,[16 19],English
suggesting,[ 4  6 16 16 19  4  1 23 13 16],English
מוסלמים,[13  6 15 12 13 10 24],Hebrew
החיצוניים,[ 5  8 10 18  6 14 10 10 24],Hebrew
workshops,[29 24 20 12  4 10 24 17  4],English
bon,[14 24 13],English
הדעת,[ 5  4 16 22],Hebrew
conservative,[ 2 24 13  4 19 20  5 21  1 23  5 19],English
kenneth,[12 19 13 13 19  1 10],English
העזר,[ 5 16  7 20],Hebrew
finland,[11 23 13 25 21 13  3],English
אלבומי,[ 1 12  2  6 13 10],Hebrew
פרויקטים,[17 20  6 10 19  9 10 24],Hebrew
gross,[16 20 24  4  4],English
ridge,[20 23  3 16 19],English
goto,[16 24  1 24],English
deserve,[ 3 19  4 19 20  5 19],English
number,[13  6 18 14 19 20],English
blah,[14 25 21 10],English
posting,[17 24  4  1 23 13 16],English
seriously,[ 4 19 20 23 24  6  4 25  9],English
הרגילים,[ 5 20  3 10 12 10 24],Hebrew
queensland,[28  6 19 19 13  4 25 21 13  3],English
הארי,[ 5  1 20 10],Hebrew
squirting,[ 4 28  6 23 20  1 23 13 16],English
sorted,[ 4 24 20  1 19  3],English
בריכוז,[ 2 20 10 11  6  7],Hebrew
expanding,[19 15 17 21 13  3 23 13 16],English
הרדיו,[ 5 20  4 10  6],Hebrew
כנסיית,[11 14 15 10 10 22],Hebrew
ממשפחת,[13 13 21 17  8 22],Hebrew
מחר,[13  8 20],Hebrew
האבק,[ 5  1  2 19],Hebrew
dogs,[ 3 24 16  4],English
upgrading,[ 6 17 16 20 21  3 23 13 16],English
שילב,[21 10 12  2],Hebrew
editor,[19  3 23  1 24 20],English
בשילוב,[ 2 21 10 12  6  2],Hebrew
תגובות,[22  3  6  2  6 22],Hebrew
לתעשייה,[12 22 16 21 10 10  5],Hebrew
ארץ,[ 1 20 27],Hebrew
המסה,[ 5 13 15  5],Hebrew
